meeting,speaker,word_pos,pause_ms,seg_len,seg_len_prev,prev_end
ES2007a,ES2007a.A,2534,2050.000000000182,10,32,1185.34
ES2007a,ES2007a.B,9,1179.9999999999998,9,6,38.92
ES2007a,ES2007a.B,18,1979.9999999999968,7,9,41.93
ES2007a,ES2007a.B,66,1980.000000000004,1,7,115.24
ES2007a,ES2007a.B,196,1090.0000000000034,11,1,231.02
ES2007a,ES2007a.C,434,1410.000000000025,8,37,352.64
ES2007a,ES2007a.C,442,1370.0000000000045,2,8,358.83
ES2007a,ES2007a.C,444,2419.999999999959,1,2,361.17
ES2007a,ES2007a.C,445,3100.0000000000227,11,1,363.96
ES2007a,ES2007a.C,804,1700.0000000000455,16,23,638.24
ES2007a,ES2007a.C,823,889.9999999999864,20,1,645.13
ES2007a,ES2007a.C,908,1350.0000000000227,10,26,668.29
ES2007a,ES2007a.C,1715,1349.999999999909,5,91,924.94
ES2007a,ES2007a.C,1955,1110.0000000000136,3,19,993.41
ES2007a,ES2007a.D,28,4190.000000000005,1,3,51.48
ES2007a,ES2007a.D,29,4219.999999999999,1,1,56.13
ES2007a,ES2007a.D,388,2050.0000000000114,1,1,334.14
ES2007a,ES2007a.D,460,2409.999999999968,1,1,371.98
ES2007a,ES2007a.D,467,2220.0000000000273,8,1,380.76
ES2007a,ES2007a.D,535,1460.0000000000364,5,12,426.15
ES2007a,ES2007a.D,561,2370.0000000000045,7,4,437.71
ES2007a,ES2007a.D,568,4180.000000000007,17,7,443.45
ES2007a,ES2007a.D,967,1280.0000000000864,5,6,695.16
ES2007a,ES2007a.D,1291,2830.000000000041,56,8,798.39
ES2007a,ES2007a.D,2165,1550.000000000182,18,61,1054.37
ES2007a,ES2007a.D,2203,1150.000000000091,16,1,1064.76
ES2007a,ES2007a.D,2289,1329.9999999999272,7,19,1085.77
ES2007b,ES2007b.A,130,4180.000000000007,3,3,94.97
ES2007b,ES2007b.A,134,2480.000000000004,1,3,100.1
ES2007b,ES2007b.A,135,890.0000000000006,5,1,103.08
ES2007b,ES2007b.A,150,3110.0000000000136,1,5,114.07
ES2007b,ES2007b.A,151,3040.0000000000064,14,1,117.91
ES2007b,ES2007b.A,211,2230.000000000018,69,42,148.39
ES2007b,ES2007b.A,280,1420.000000000016,47,69,178.6
ES2007b,ES2007b.A,328,1340.0000000000034,46,47,198.04
ES2007b,ES2007b.A,476,840.0000000000034,52,94,247.72
ES2007b,ES2007b.A,1065,1069.9999999999363,49,6,528.85
ES2007b,ES2007b.A,1958,1529.9999999999727,3,1,902.44
ES2007b,ES2007b.A,1961,1129.9999999999955,1,3,904.99
ES2007b,ES2007b.A,1962,4649.999999999977,5,1,906.84
ES2007b,ES2007b.A,1967,1459.9999999999227,109,5,912.7
ES2007b,ES2007b.A,2907,1070.0000000001637,62,30,1254.85
ES2007b,ES2007b.A,3298,2029.9999999999727,4,15,1381.31
ES2007b,ES2007b.A,3302,1229.9999999997908,32,4,1384.63
ES2007b,ES2007b.A,3336,1750.0,70,32,1401.95
ES2007b,ES2007b.A,3406,2139.9999999998727,40,70,1435.22
ES2007b,ES2007b.A,3447,3460.0000000000364,9,40,1451.82
ES2007b,ES2007b.A,3456,1120.0000000001182,1,9,1457.62
ES2007b,ES2007b.A,3457,1680.0000000000637,9,1,1459.2
ES2007b,ES2007b.A,4029,3029.9999999999727,16,9,1620.95
ES2007b,ES2007b.A,4122,3410.000000000082,12,18,1673.98
ES2007b,ES2007b.B,18,3000.0,8,1,14.27
ES2007b,ES2007b.B,123,1789.999999999992,1,6,84.31
ES2007b,ES2007b.B,124,1259.999999999991,1,1,86.76
ES2007b,ES2007b.B,164,780.0000000000011,1,1,124.58
ES2007b,ES2007b.B,651,1899.9999999999773,1,11,325.05
ES2007b,ES2007b.B,652,2830.000000000041,1,1,327.65
ES2007b,ES2007b.B,653,1910.000000000025,59,1,330.95
ES2007b,ES2007b.B,714,1560.0000000000023,35,59,355.74
ES2007b,ES2007b.B,750,2859.999999999957,1,35,379.16
ES2007b,ES2007b.B,751,3500.0,19,1,382.84
ES2007b,ES2007b.B,770,1720.0000000000273,3,19,397.95
ES2007b,ES2007b.B,773,3810.0000000000023,9,3,401.42
ES2007b,ES2007b.B,782,3160.000000000025,11,9,411.82
ES2007b,ES2007b.B,793,1910.000000000025,30,11,420.38
ES2007b,ES2007b.B,824,3980.000000000018,9,30,438.12
ES2007b,ES2007b.B,1182,1740.000000000009,5,18,554.84
ES2007b,ES2007b.B,1331,2690.0000000000546,10,11,606.43
ES2007b,ES2007b.C,13,2559.9999999999986,4,8,11.14
ES2007b,ES2007b.C,30,939.9999999999977,1,3,21.87
ES2007b,ES2007b.C,35,1070.0000000000002,12,1,23.52
ES2007b,ES2007b.C,1395,1060.0000000000591,7,11,694.51
ES2007b,ES2007b.C,1418,1590.0000000000318,18,15,705.89
ES2007b,ES2007b.C,1436,1399.9999999999773,61,18,712.99
ES2007b,ES2007b.C,1499,669.9999999999591,11,61,734.09
ES2007b,ES2007b.C,1510,1080.000000000041,6,11,737.29
ES2007b,ES2007b.C,1516,2779.9999999999727,14,6,740.01
ES2007b,ES2007b.C,1530,1259.999999999991,74,14,748.09
ES2007b,ES2007b.C,1605,1940.0000000000546,9,74,774.77
ES2007b,ES2007b.C,1614,1019.9999999999818,37,9,778.72
ES2007b,ES2007b.C,1651,1740.000000000009,101,37,791.91
ES2007b,ES2007b.C,1755,2339.999999999918,67,101,829.44
ES2007b,ES2007b.C,1927,460.0000000000364,8,54,890.79
ES2007b,ES2007b.C,1935,1030.0000000000864,22,8,894.16
ES2007b,ES2007b.C,2227,519.9999999999818,40,50,995.4
ES2007b,ES2007b.C,2299,4600.000000000136,15,7,1025.55
ES2007b,ES2007b.D,143,3580.0000000000127,6,4,107.6
ES2007b,ES2007b.D,552,970.0000000000273,4,2,272.39
ES2007b,ES2007b.D,900,1310.0000000000023,4,4,477.32
ES2007b,ES2007b.D,1191,2169.999999999959,4,3,560.6
ES2007b,ES2007b.D,1195,1220.0000000000273,2,4,563.76
ES2007b,ES2007b.D,2318,2809.9999999999454,2,4,1037.42
ES2007b,ES2007b.D,2336,3759.999999999991,2,2,1043.41
ES2007b,ES2007b.D,2465,1329.9999999999272,11,127,1102.98
ES2007b,ES2007b.D,2476,1130.0000000001091,55,11,1107.87
ES2007b,ES2007b.D,2551,1240.000000000009,9,14,1134.16
ES2007b,ES2007b.D,2709,1500.0,100,55,1199.63
ES2007b,ES2007b.D,3278,1400.000000000091,1,24,1366.35
ES2007c,ES2007c.A,173,1580.0000000000125,12,72,190.6
ES2007c,ES2007c.A,185,1589.999999999975,84,12,196.86
ES2007c,ES2007c.A,616,1620.0000000000045,3,1,367.2
ES2007c,ES2007c.A,1355,2160.000000000082,6,2,644.79
ES2007c,ES2007c.A,1412,2399.9999999999773,12,11,686.96
ES2007c,ES2007c.A,1553,1450.0000000000455,4,1,740.17
ES2007c,ES2007c.A,2224,3629.9999999999955,16,50,930.23
ES2007c,ES2007c.A,2923,1830.0000000001546,9,19,1200.07
ES2007c,ES2007c.A,3059,2240.000000000009,25,19,1244.12
ES2007c,ES2007c.A,3141,1119.9999999998909,9,3,1279.73
ES2007c,ES2007c.A,3150,1629.9999999998818,4,9,1282.92
ES2007c,ES2007c.A,4544,1450.0000000000455,2,17,1756.99
ES2007c,ES2007c.A,4546,1570.0000000001637,43,2,1759.33
ES2007c,ES2007c.A,5239,3690.0000000000546,20,1,1983.32
ES2007c,ES2007c.A,5259,2639.9999999998727,1,20,1998.47
ES2007c,ES2007c.A,5260,1860.0000000001273,20,1,2002.61
ES2007c,ES2007c.A,5407,2419.999999999618,10,65,2049.76
ES2007c,ES2007c.A,5432,3579.9999999999272,2,1,2068.66
ES2007c,ES2007c.A,5434,2679.9999999998363,3,2,2073.44
ES2007c,ES2007c.A,5437,2119.999999999891,7,3,2076.88
ES2007c,ES2007c.A,5444,980.0000000000182,7,7,2082.14
ES2007c,ES2007c.A,5451,1179.9999999998363,1,7,2086.3
ES2007c,ES2007c.A,5456,1720.0000000002547,14,3,2091.93
ES2007c,ES2007c.A,5470,3379.9999999996544,2,14,2100.11
ES2007c,ES2007c.A,5472,2260.0000000002183,112,2,2104.54
ES2007c,ES2007c.A,5597,3200.000000000273,34,10,2152.22
ES2007c,ES2007c.A,5650,3679.9999999998363,8,18,2172.88
ES2007c,ES2007c.A,5663,1340.0000000001455,21,4,2182.79
ES2007c,ES2007c.A,5723,1099.999999999909,2,17,2203.82
ES2007c,ES2007c.A,5725,2260.0000000002183,22,2,2205.52
ES2007c,ES2007c.A,5753,4529.999999999745,4,22,2215.07
ES2007c,ES2007c.A,6020,2300.000000000182,13,23,2330.66
ES2007c,ES2007c.B,565,1240.000000000009,1,2,344.3
ES2007c,ES2007c.B,566,1740.000000000009,47,1,346.19
ES2007c,ES2007c.B,682,1069.9999999999932,1,19,392.45
ES2007c,ES2007c.B,700,1180.0000000000068,94,16,408.34
ES2007c,ES2007c.B,869,1259.999999999991,1,4,468.73
ES2007c,ES2007c.B,917,1449.9999999999886,33,6,485.58
ES2007c,ES2007c.B,950,1470.0000000000273,5,33,500.25
ES2007c,ES2007c.B,1055,1400.000000000091,4,35,534.3
ES2007c,ES2007c.B,1236,1450.0000000000455,12,2,595.91
ES2007c,ES2007c.B,1980,2160.000000000082,15,14,856.18
ES2007c,ES2007c.B,3842,1059.9999999999454,3,47,1517.46
ES2007c,ES2007c.B,5178,1449.999999999818,24,9,1967.88
ES2007c,ES2007c.C,1685,1129.9999999999955,124,24,782.99
ES2007c,ES2007c.C,2457,2009.999999999991,19,108,1032.64
ES2007c,ES2007c.C,2588,1140.0000000001,98,103,1077.6
ES2007c,ES2007c.C,2688,1299.9999999999545,64,98,1110.4
ES2007c,ES2007c.C,2752,1980.0000000000182,1,64,1129.23
ES2007c,ES2007c.C,2753,1810.0000000001728,32,1,1131.59
ES2007c,ES2007c.C,2787,779.9999999999727,25,32,1142.75
ES2007c,ES2007c.C,2825,1430.0000000000637,2,25,1159.01
ES2007c,ES2007c.C,2828,2470.0000000000273,2,2,1162.78
ES2007c,ES2007c.C,2830,1119.9999999998909,73,2,1166.18
ES2007c,ES2007c.C,2965,1230.0000000000182,28,24,1215.92
ES2007c,ES2007c.C,2995,1700.0000000000455,1,28,1225.22
ES2007c,ES2007c.C,2996,1250.0,36,1,1227.3
ES2007c,ES2007c.C,3106,2019.9999999999818,31,18,1263.9
ES2007c,ES2007c.C,3685,770.0000000002092,1,16,1470.86
ES2007c,ES2007c.C,4458,3319.9999999999363,9,7,1716.78
ES2007c,ES2007c.C,5686,1279.9999999997453,12,1,2190.01
ES2007c,ES2007c.C,5927,1670.0000000000728,20,30,2295.08
ES2007c,ES2007c.C,5948,1629.9999999996544,43,20,2302.11
ES2007c,ES2007c.D,3,2599.9999999999995,4,3,6.23
ES2007c,ES2007c.D,1597,1309.9999999999454,4,3,756.46
ES2007c,ES2007c.D,2135,1699.9999999999318,6,4,904.35
ES2007c,ES2007c.D,2573,1289.9999999999636,4,1,1070.99
ES2007c,ES2007c.D,3285,1490.000000000009,82,9,1344.73
ES2007c,ES2007c.D,3592,1180.0000000000637,12,57,1445.84
ES2007c,ES2007c.D,3968,2319.9999999999363,42,34,1551.5
ES2007c,ES2007c.D,4011,1370.0000000001182,5,42,1567.79
ES2007c,ES2007c.D,4353,1250.0,2,42,1675.75
ES2007c,ES2007c.D,4360,1680.0000000000637,8,4,1684.21
ES2007c,ES2007c.D,4475,1419.9999999998454,2,8,1722.89
ES2007c,ES2007c.D,4478,4170.000000000073,1,2,1724.83
ES2007c,ES2007c.D,4595,1630.0000000001091,4,5,1775.03
ES2007c,ES2007c.D,4628,1200.0000000000455,32,18,1785.62
ES2007c,ES2007c.D,4672,1849.999999999909,1,4,1806.99
ES2007c,ES2007c.D,4830,1960.0000000000364,19,1,1861.82
ES2007c,ES2007c.D,4849,1899.9999999998636,32,19,1871.14
ES2007c,ES2007c.D,4881,1500.0,26,32,1885.55
ES2007c,ES2007c.D,4908,1930.0000000000637,15,26,1895.34
ES2007c,ES2007c.D,5104,1970.0000000000273,12,78,1952.71
ES2007d,ES2007d.A,859,1569.9999999999932,15,8,305.95
ES2007d,ES2007d.A,933,2910.000000000025,47,1,336.77
ES2007d,ES2007d.A,984,2019.9999999999818,13,47,356.63
ES2007d,ES2007d.A,997,1099.999999999966,14,13,363.91
ES2007d,ES2007d.A,1011,2130.0000000000523,1,14,373.53
ES2007d,ES2007d.A,1012,1149.9999999999773,6,1,376.66
ES2007d,ES2007d.A,1018,3449.9999999999886,4,6,379.01
ES2007d,ES2007d.A,1022,3279.9999999999727,14,4,384.86
ES2007d,ES2007d.A,1073,3220.0000000000273,26,3,406.88
ES2007d,ES2007d.A,1215,4480.000000000018,19,2,483.12
ES2007d,ES2007d.A,1622,1139.9999999999864,29,14,656.03
ES2007d,ES2007d.A,2277,1559.9999999999454,30,25,878.22
ES2007d,ES2007d.A,2569,2440.0000000000546,39,87,984.88
ES2007d,ES2007d.A,2613,1440.0000000000546,8,39,1002.55
ES2007d,ES2007d.A,2711,2009.999999999991,70,39,1035.55
ES2007d,ES2007d.A,2898,3649.9999999998636,14,24,1100.97
ES2007d,ES2007d.A,2971,1650.000000000091,11,1,1140.24
ES2007d,ES2007d.A,2995,3339.999999999918,30,10,1154.26
ES2007d,ES2007d.A,3055,3129.9999999998818,23,1,1189.95
ES2007d,ES2007d.A,3082,2839.999999999918,63,3,1205.91
ES2007d,ES2007d.C,140,1480.000000000004,78,5,58.44
ES2007d,ES2007d.C,226,1709.9999999999936,19,2,90.95
ES2007d,ES2007d.C,310,1199.9999999999886,52,4,118.62
ES2007d,ES2007d.C,769,1219.9999999999704,13,12,270.41
ES2007d,ES2007d.C,796,490.0000000000091,1,9,282.9
ES2007d,ES2007d.C,1483,1519.9999999999818,24,1,620.64
ES2007d,ES2007d.C,1826,2289.9999999999636,4,17,721.71
ES2007d,ES2007d.C,2116,1289.9999999999636,2,26,832.75
ES2007d,ES2007d.C,2404,1230.0000000000182,24,17,930.9
ES2007d,ES2007d.C,2947,1329.9999999999272,1,15,1126.13
ES2007d,ES2007d.C,2948,3779.9999999999727,6,1,1128.16
ES2007d,ES2007d.D,42,950.000000000001,13,8,15.97
ES2007d,ES2007d.D,56,1089.9999999999998,3,13,20.11
ES2007d,ES2007d.D,683,3120.0000000000045,4,1,241.28
ES2007d,ES2007d.D,888,3040.0000000000205,11,1,318.28
ES2007d,ES2007d.D,903,1120.0000000000045,2,11,327.44
ES2007d,ES2007d.D,1236,4240.000000000009,1,2,494.15
ES2007d,ES2007d.D,1260,1699.9999999999886,2,21,510.83
ES2007d,ES2007d.D,1358,1220.0000000000273,66,8,573.24
ES2007d,ES2007d.D,1591,2099.999999999909,16,1,645.33
ES2007d,ES2007d.D,1941,620.0000000000045,7,4,757.09
ES2007d,ES2007d.D,1948,1789.9999999999636,1,7,759.51
ES2007d,ES2007d.D,1967,1209.9999999999227,3,7,767.44
ES2007d,ES2007d.D,1983,1610.0000000000136,2,6,778.15
ES2007d,ES2007d.D,2366,2379.9999999999955,7,4,911.88
ES2007d,ES2007d.D,2915,2550.000000000182,9,1,1110.37
ES2007d,ES2007d.D,3046,1379.9999999998818,3,21,1178.2
ES2008a,ES2008a.A,45,1260.000000000005,64,44,44.87
ES2008a,ES2008a.A,109,2219.999999999999,105,64,61.64
ES2008a,ES2008a.A,214,1569.9999999999932,69,105,99.59
ES2008a,ES2008a.A,758,2329.999999999984,10,2,373.31
ES2008a,ES2008a.A,768,1509.999999999991,1,10,380.75
ES2008a,ES2008a.A,769,4069.999999999993,1,1,382.93
ES2008a,ES2008a.A,811,1689.9999999999977,1,23,421.63
ES2008a,ES2008a.A,854,2700.0000000000455,5,38,440.46
ES2008a,ES2008a.A,859,589.999999999975,69,5,445.42
ES2008a,ES2008a.A,928,750.0,40,69,471.14
ES2008a,ES2008a.A,1947,1149.9999999999773,3,4,814.84
ES2008a,ES2008a.A,2186,850.0000000000227,86,57,898.66
ES2008a,ES2008a.A,2274,2039.9999999999636,53,86,930.85
ES2008a,ES2008a.A,2327,3000.0,2,53,955.66
ES2008a,ES2008a.B,341,900.0000000000057,9,40,148.35
ES2008a,ES2008a.B,406,2990.000000000009,9,44,177.37
ES2008a,ES2008a.B,415,2680.000000000007,4,9,182.37
ES2008a,ES2008a.B,1292,1479.9999999999045,32,2,604.33
ES2008a,ES2008a.B,1324,1809.9999999999454,37,32,615.62
ES2008a,ES2008a.B,1361,1600.0000000000227,93,37,628.61
ES2008a,ES2008a.B,1457,1510.0000000001046,1,93,655.81
ES2008a,ES2008a.B,1615,1039.9999999999636,2,6,708.61
ES2008a,ES2008a.B,1617,1179.99999999995,43,2,710.72
ES2008a,ES2008a.B,1661,1439.9999999999409,2,43,728.23
ES2008a,ES2008a.C,496,1159.9999999999966,10,8,223.53
ES2008a,ES2008a.C,506,1409.9999999999966,1,10,229.15
ES2008a,ES2008a.C,507,520.0000000000102,7,1,231.09
ES2008a,ES2008a.C,1153,1160.0000000000819,40,18,559.18
ES2008a,ES2008a.C,1194,1470.0000000000273,51,40,571.53
ES2008a,ES2008a.C,1245,1360.0000000000136,45,51,586.79
ES2008a,ES2008a.C,1900,1069.9999999999363,13,27,793.98
ES2008a,ES2008a.C,2007,1289.9999999999636,35,19,837.74
ES2008a,ES2008a.D,647,2230.000000000018,13,5,309.87
ES2008a,ES2008a.D,660,939.9999999999977,13,13,318.25
ES2008a,ES2008a.D,673,4060.0000000000023,7,13,324.38
ES2008a,ES2008a.D,680,579.9999999999841,4,7,330.29
ES2008a,ES2008a.D,684,1830.000000000041,1,4,331.9
ES2008a,ES2008a.D,686,1350.0000000000227,8,1,339.71
ES2008a,ES2008a.D,694,819.9999999999932,14,8,343.12
ES2008a,ES2008a.D,708,1360.0000000000136,5,14,349.34
ES2008a,ES2008a.D,713,1049.9999999999545,7,5,352.48
ES2008a,ES2008a.D,720,1100.0000000000227,23,7,355.56
ES2008a,ES2008a.D,743,1800.0000000000114,13,23,364.27
ES2008a,ES2008a.D,1122,3059.9999999999454,7,88,538.37
ES2008a,ES2008a.D,1129,1040.0000000000773,6,7,543.43
ES2008a,ES2008a.D,1475,1109.9999999999,8,17,662.32
ES2008b,ES2008b.A,12,4579.999999999998,6,12,53.65
ES2008b,ES2008b.A,18,1239.999999999995,1,6,59.84
ES2008b,ES2008b.A,19,1390.0000000000005,8,1,61.66
ES2008b,ES2008b.A,27,2180.000000000007,2,8,64.6
ES2008b,ES2008b.A,29,4520.00000000001,9,2,67.21
ES2008b,ES2008b.A,38,770.0000000000102,14,9,75.02
ES2008b,ES2008b.A,52,1319.9999999999932,1,14,81.87
ES2008b,ES2008b.A,53,1510.000000000005,85,1,83.82
ES2008b,ES2008b.A,140,2099.9999999999945,48,85,109.81
ES2008b,ES2008b.A,188,2150.0000000000055,13,48,128.68
ES2008b,ES2008b.A,413,1340.0000000000034,6,18,253.02
ES2008b,ES2008b.A,1088,2110.0000000000136,3,1,506.7
ES2008b,ES2008b.A,1091,1519.9999999999818,1,3,509.99
ES2008b,ES2008b.A,1908,1120.0000000000045,9,22,856.98
ES2008b,ES2008b.A,2627,1079.9999999999272,4,1,1106.14
ES2008b,ES2008b.A,2631,1279.9999999999727,8,4,1107.97
ES2008b,ES2008b.A,2872,2840.0000000001455,9,11,1217.84
ES2008b,ES2008b.A,2926,2779.9999999999727,3,7,1261.27
ES2008b,ES2008b.A,2940,2000.0,77,4,1268.42
ES2008b,ES2008b.A,3238,4610.000000000127,54,18,1358.57
ES2008b,ES2008b.A,3385,1980.0000000000182,12,7,1408.28
ES2008b,ES2008b.A,3432,1700.0000000000455,1,21,1424.01
ES2008b,ES2008b.A,3433,1360.0000000001273,72,1,1426.07
ES2008b,ES2008b.A,4076,1640.0000000001,26,2,1626.51
ES2008b,ES2008b.A,4386,3009.999999999991,7,25,1700.72
ES2008b,ES2008b.A,4393,1829.9999999999272,5,7,1706.76
ES2008b,ES2008b.A,4806,1009.9999999999909,12,9,1832.13
ES2008b,ES2008b.A,4818,980.0000000000182,3,12,1836.7
ES2008b,ES2008b.A,4821,1579.9999999999272,8,3,1838.68
ES2008b,ES2008b.A,5059,1069.9999999999363,26,37,1904.97
ES2008b,ES2008b.A,5233,1509.999999999991,1,3,1958.86
ES2008b,ES2008b.A,5234,2040.000000000191,8,1,1960.84
ES2008b,ES2008b.A,5250,3380.000000000109,9,6,1969.09
ES2008b,ES2008b.A,5259,1840.0000000001455,7,9,1976.59
ES2008b,ES2008b.A,5294,4029.9999999999727,4,1,1995.0
ES2008b,ES2008b.A,5298,1240.000000000009,22,4,2000.81
ES2008b,ES2008b.A,5347,1559.9999999999454,7,10,2023.42
ES2008b,ES2008b.A,5579,1750.0,14,3,2088.93
ES2008b,ES2008b.A,5594,1379.9999999996544,68,14,2096.32
ES2008b,ES2008b.A,5662,1090.0000000001455,69,68,2116.29
ES2008b,ES2008b.A,5739,2350.000000000364,20,5,2144.74
ES2008b,ES2008b.A,5920,4309.999999999945,1,1,2211.15
ES2008b,ES2008b.B,2042,2410.000000000082,6,2,904.41
ES2008b,ES2008b.B,2154,460.0000000000364,90,71,945.03
ES2008b,ES2008b.B,2244,819.9999999999363,52,90,970.34
ES2008b,ES2008b.B,2296,1169.999999999959,21,52,989.62
ES2008b,ES2008b.B,2317,1220.0000000000273,24,21,997.39
ES2008b,ES2008b.B,2341,1220.0000000000273,2,24,1006.93
ES2008b,ES2008b.B,2460,470.0000000000273,97,108,1044.6
ES2008b,ES2008b.B,2557,1559.9999999999454,35,97,1077.43
ES2008b,ES2008b.B,2603,1339.9999999999181,4,1,1095.73
ES2008b,ES2008b.B,2610,1529.9999999999727,14,1,1099.88
ES2008b,ES2008b.B,2790,1390.0000000001,52,147,1160.37
ES2008b,ES2008b.B,4538,1329.9999999999272,20,4,1756.19
ES2008b,ES2008b.B,5336,4569.999999999936,1,1,2014.02
ES2008b,ES2008b.C,1142,1980.0000000000182,65,16,576.14
ES2008b,ES2008b.C,1207,2190.0000000000546,13,65,602.92
ES2008b,ES2008b.C,1220,1090.0000000000318,51,13,608.99
ES2008b,ES2008b.C,1271,1310.0000000000591,1,51,626.15
ES2008b,ES2008b.C,1272,1180.0000000000637,35,1,628.01
ES2008b,ES2008b.C,1307,1129.9999999999955,28,35,643.36
ES2008b,ES2008b.C,1336,1180.0000000000637,9,28,656.14
ES2008b,ES2008b.C,1345,1170.0000000000728,92,9,660.02
ES2008b,ES2008b.C,1437,1750.0,78,92,691.69
ES2008b,ES2008b.C,1516,2120.0000000000045,85,78,717.93
ES2008b,ES2008b.C,1601,1789.9999999999636,96,85,747.7
ES2008b,ES2008b.C,1697,750.0,88,96,781.83
ES2008b,ES2008b.C,1785,2250.0,100,88,807.67
ES2008b,ES2008b.C,2880,559.9999999999454,2,2,1224.69
ES2008b,ES2008b.C,3057,1140.0000000001,102,9,1300.56
ES2008b,ES2008b.C,3800,1119.9999999998909,60,14,1549.49
ES2008b,ES2008b.C,5268,2860.0000000001273,10,1,1983.04
ES2008b,ES2008b.C,5278,1140.0000000001,6,10,1988.56
ES2008b,ES2008b.C,5284,970.0000000000273,8,6,1991.37
ES2008b,ES2008b.C,5397,1100.0000000001364,10,11,2040.86
ES2008b,ES2008b.D,218,3419.9999999999873,7,2,139.61
ES2008b,ES2008b.D,385,1350.0000000000227,9,28,240.17
ES2008b,ES2008b.D,394,2000.0,1,9,244.2
ES2008b,ES2008b.D,615,1230.0000000000182,18,135,336.5
ES2008b,ES2008b.D,634,620.0000000000045,95,18,344.92
ES2008b,ES2008b.D,814,459.99999999997954,74,74,405.56
ES2008b,ES2008b.D,888,1259.999999999991,28,74,434.01
ES2008b,ES2008b.D,916,1110.0000000000136,138,28,442.7
ES2008b,ES2008b.D,4962,1509.999999999991,40,26,1880.78
ES2008b,ES2008b.D,5108,979.9999999997908,41,1,1921.14
ES2008b,ES2008b.D,5769,2210.0000000000364,15,2,2164.19
ES2008c,ES2008c.A,4,2429.9999999999995,3,1,48.99
ES2008c,ES2008c.A,7,4680.0,3,3,52.2
ES2008c,ES2008c.A,185,1740.000000000009,35,90,125.24
ES2008c,ES2008c.A,1361,1860.0000000000136,6,2,538.93
ES2008c,ES2008c.A,2673,2730.000000000018,3,9,1063.19
ES2008c,ES2008c.A,3483,1630.0000000001091,13,6,1344.82
ES2008c,ES2008c.A,4257,1090.0000000001455,5,40,1534.08
ES2008c,ES2008c.A,4754,1569.9999999999363,20,9,1698.25
ES2008c,ES2008c.A,5147,2860.0000000001273,35,1,1814.59
ES2008c,ES2008c.A,5371,1460.0000000000364,10,1,1877.92
ES2008c,ES2008c.A,5448,1519.9999999999818,7,8,1912.68
ES2008c,ES2008c.A,6003,1550.000000000182,6,14,2081.79
ES2008c,ES2008c.A,6009,3220.0000000002547,11,6,2085.99
ES2008c,ES2008c.B,226,3750.0,1,1,142.97
ES2008c,ES2008c.B,237,889.9999999999864,46,1,165.03
ES2008c,ES2008c.B,283,1550.0000000000114,89,46,183.67
ES2008c,ES2008c.B,372,1549.999999999983,111,89,211.21
ES2008c,ES2008c.B,483,980.0000000000182,135,111,245.29
ES2008c,ES2008c.B,619,650.0000000000341,38,135,289.52
ES2008c,ES2008c.B,658,719.9999999999704,47,38,302.61
ES2008c,ES2008c.B,705,1160.000000000025,105,47,317.53
ES2008c,ES2008c.B,811,890.0000000000432,160,105,354.15
ES2008c,ES2008c.B,971,1359.9999999999568,41,160,401.16
ES2008c,ES2008c.B,1032,789.9999999999636,4,8,423.24
ES2008c,ES2008c.B,1113,1000.0,27,16,443.44
ES2008c,ES2008c.B,1156,1629.9999999999955,17,8,457.25
ES2008c,ES2008c.B,1197,769.9999999999818,1,6,471.23
ES2008c,ES2008c.B,1198,1189.9999999999977,2,1,472.48
ES2008c,ES2008c.B,1200,1670.000000000016,38,2,474.53
ES2008c,ES2008c.B,1241,980.0000000000182,3,38,489.82
ES2008c,ES2008c.B,1331,1370.0000000000045,6,18,518.63
ES2008c,ES2008c.B,3319,1039.9999999999636,22,36,1302.45
ES2008c,ES2008c.B,3341,829.9999999999272,9,22,1309.45
ES2008c,ES2008c.B,3353,549.9999999999545,16,9,1314.14
ES2008c,ES2008c.B,3464,1070.0000000001637,13,18,1339.06
ES2008c,ES2008c.B,4438,1090.0000000001455,4,16,1599.81
ES2008c,ES2008c.B,4598,569.9999999999363,3,38,1647.94
ES2008c,ES2008c.B,4601,1700.0000000000455,85,3,1649.85
ES2008c,ES2008c.B,4688,1779.9999999999727,27,1,1676.28
ES2008c,ES2008c.B,4722,899.9999999998636,5,1,1686.96
ES2008c,ES2008c.B,4813,1129.9999999998818,1,39,1716.39
ES2008c,ES2008c.B,4814,1179.9999999998363,38,1,1718.17
ES2008c,ES2008c.B,5071,890.0000000001,33,7,1793.06
ES2008c,ES2008c.B,6022,2769.999999999982,1,2,2092.1
ES2008c,ES2008c.C,1387,2430.0000000000637,26,16,588.65
ES2008c,ES2008c.C,1413,1060.0000000000591,1,26,600.79
ES2008c,ES2008c.C,1414,1090.0000000000318,77,1,602.26
ES2008c,ES2008c.C,1491,2000.0,108,77,626.23
ES2008c,ES2008c.C,1599,3080.000000000041,25,108,668.49
ES2008c,ES2008c.C,1624,1919.999999999959,64,25,680.24
ES2008c,ES2008c.C,1689,1160.0000000000819,105,64,704.67
ES2008c,ES2008c.C,1794,990.0000000000091,83,105,738.76
ES2008c,ES2008c.C,1878,3360.0000000000136,95,83,768.27
ES2008c,ES2008c.C,1973,1379.9999999999955,88,95,797.17
ES2008c,ES2008c.C,2061,539.9999999999636,64,88,827.84
ES2008c,ES2008c.C,2255,850.0000000000227,20,66,896.78
